N comp_time
1.000000000000000000e+01 8.196592330932617188e-03
1.900000000000000000e+01 7.672309875488281250e-03
3.700000000000000000e+01 1.648378372192382812e-02
7.100000000000000000e+01 5.201506614685058594e-02
1.380000000000000000e+02 3.198683261871337891e-01
2.680000000000000000e+02 1.675208330154418945e+00
5.170000000000000000e+02 1.124542570114135742e+01
1.000000000000000000e+03 9.093373632431030273e+01
