N five nine
8.000000000000000000e+00 1.504421234130859375e-04 1.125335693359375000e-04
1.300000000000000000e+01 1.156330108642578125e-04 1.153945922851562500e-04
2.100000000000000000e+01 1.578330993652343750e-04 1.373291015625000000e-04
3.500000000000000000e+01 1.747608184814453125e-04 2.048015594482421875e-04
5.700000000000000000e+01 5.061626434326171875e-04 4.386901855468750000e-04
9.500000000000000000e+01 5.197525024414062500e-04 5.471706390380859375e-04
1.560000000000000000e+02 9.990930557250976562e-03 1.038980484008789062e-02
2.560000000000000000e+02 4.311418533325195312e-02 4.499554634094238281e-02
