x y U
4.761904761904761640e-02 4.761904761904761640e-02 -4.147359469698228755e-04
9.523809523809523281e-02 4.761904761904761640e-02 -8.141315904685015150e-04
1.428571428571428492e-01 4.761904761904761640e-02 -1.186187555513417606e-03
1.904761904761904656e-01 4.761904761904761640e-02 -1.521947223580461710e-03
2.380952380952380820e-01 4.761904761904761640e-02 -1.814498105862560797e-03
2.857142857142856984e-01 4.761904761904761640e-02 -2.058876669324733073e-03
3.333333333333333148e-01 4.761904761904761640e-02 -2.252436082359706316e-03
3.809523809523809312e-01 4.761904761904761640e-02 -2.394937382400258788e-03
4.285714285714285476e-01 4.761904761904761640e-02 -2.487957732919174846e-03
4.761904761904761640e-01 4.761904761904761640e-02 -2.533703997301773279e-03
5.238095238095237249e-01 4.761904761904761640e-02 -2.533703997301779785e-03
5.714285714285713969e-01 4.761904761904761640e-02 -2.487957732919195229e-03
6.190476190476190688e-01 4.761904761904761640e-02 -2.394937382400278737e-03
6.666666666666666297e-01 4.761904761904761640e-02 -2.252436082359720194e-03
7.142857142857141906e-01 4.761904761904761640e-02 -2.058876669324743048e-03
7.619047619047618625e-01 4.761904761904761640e-02 -1.814498105862565134e-03
8.095238095238095344e-01 4.761904761904761640e-02 -1.521947223580465396e-03
8.571428571428570953e-01 4.761904761904761640e-02 -1.186187555513419992e-03
9.047619047619046562e-01 4.761904761904761640e-02 -8.141315904685030328e-04
9.523809523809523281e-01 4.761904761904761640e-02 -4.147359469698230381e-04
4.761904761904761640e-02 9.523809523809523281e-02 -8.141315904685050928e-04
9.523809523809523281e-02 9.523809523809523281e-02 -1.559451880787070992e-03
1.428571428571428492e-01 9.523809523809523281e-02 -2.134673609748392095e-03
1.904761904761904656e-01 9.523809523809523281e-02 -2.424940443701499148e-03
2.380952380952380820e-01 9.523809523809523281e-02 -2.344386726912473743e-03
2.857142857142856984e-01 9.523809523809523281e-02 -1.881100797278984936e-03
3.333333333333333148e-01 9.523809523809523281e-02 -1.122924807191883183e-03
3.809523809523809312e-01 9.523809523809523281e-02 -2.491372482464735316e-04
4.285714285714285476e-01 9.523809523809523281e-02 5.134763261123066616e-04
4.761904761904761640e-01 9.523809523809523281e-02 9.568450776049722576e-04
5.238095238095237249e-01 9.523809523809523281e-02 9.568450776049572956e-04
5.714285714285713969e-01 9.523809523809523281e-02 5.134763261122710998e-04
6.190476190476190688e-01 9.523809523809523281e-02 -2.491372482465069251e-04
6.666666666666666297e-01 9.523809523809523281e-02 -1.122924807191912023e-03
7.142857142857141906e-01 9.523809523809523281e-02 -1.881100797279004234e-03
7.619047619047618625e-01 9.523809523809523281e-02 -2.344386726912484151e-03
8.095238095238095344e-01 9.523809523809523281e-02 -2.424940443701507822e-03
