x y U
1.538461538461538547e-02 1.538461538461538547e-02 -4.468279858288742150e-06
3.076923076923077094e-02 1.538461538461538547e-02 -8.919711241362933215e-06
4.615384615384615641e-02 1.538461538461538547e-02 -1.333953036694442413e-05
6.153846153846154188e-02 1.538461538461538547e-02 -1.771601967063514752e-05
7.692307692307692735e-02 1.538461538461538547e-02 -2.204067871973291827e-05
9.230769230769231282e-02 1.538461538461538547e-02 -2.630799411107250419e-05
1.076923076923076983e-01 1.538461538461538547e-02 -3.051498824749045610e-05
1.230769230769230838e-01 1.538461538461538547e-02 -3.466064621839776621e-05
1.384615384615384692e-01 1.538461538461538547e-02 -3.874528333992169771e-05
1.538461538461538547e-01 1.538461538461538547e-02 -4.276989609986714381e-05
1.692307692307692402e-01 1.538461538461538547e-02 -4.673552776208155375e-05
1.846153846153846256e-01 1.538461538461538547e-02 -5.064267282263589681e-05
2.000000000000000111e-01 1.538461538461538547e-02 -5.449073983351862798e-05
2.153846153846153966e-01 1.538461538461538547e-02 -5.827758865393483918e-05
2.307692307692307820e-01 1.538461538461538547e-02 -6.199915526599260904e-05
2.461538461538461675e-01 1.538461538461538547e-02 -6.564917449572443700e-05
2.615384615384615530e-01 1.538461538461538547e-02 -6.921900809001394503e-05
2.769230769230769384e-01 1.538461538461538547e-02 -7.269758251731351826e-05
2.923076923076923239e-01 1.538461538461538547e-02 -7.607143757458162783e-05
3.076923076923077094e-01 1.538461538461538547e-02 -7.932488344584401503e-05
3.230769230769230949e-01 1.538461538461538547e-02 -8.244026036315279398e-05
3.384615384615384803e-01 1.538461538461538547e-02 -8.539829158969712856e-05
3.538461538461538658e-01 1.538461538461538547e-02 -8.817851721315229311e-05
3.692307692307692513e-01 1.538461538461538547e-02 -9.075979334396166759e-05
3.846153846153846367e-01 1.538461538461538547e-02 -9.312083889054287680e-05
4.000000000000000222e-01 1.538461538461538547e-02 -9.524081024876099170e-05
4.153846153846154077e-01 1.538461538461538547e-02 -9.709988309176411595e-05
4.307692307692307931e-01 1.538461538461538547e-02 -9.867982004605782792e-05
4.461538461538461786e-01 1.538461538461538547e-02 -9.996450342653364870e-05
4.615384615384615641e-01 1.538461538461538547e-02 -1.009404133790795758e-04
4.769230769230769496e-01 1.538461538461538547e-02 -1.015970337118518151e-04
4.923076923076923350e-01 1.538461538461538547e-02 -1.019271703192454440e-04
5.076923076923076650e-01 1.538461538461538547e-02 -1.019271703192442378e-04
5.230769230769231060e-01 1.538461538461538547e-02 -1.015970337118484677e-04
5.384615384615385469e-01 1.538461538461538547e-02 -1.009404133790740599e-04
5.538461538461538769e-01 1.538461538461538547e-02 -9.996450342652646586e-05
5.692307692307692069e-01 1.538461538461538547e-02 -9.867982004604884260e-05
5.846153846153846478e-01 1.538461538461538547e-02 -9.709988309175327393e-05
6.000000000000000888e-01 1.538461538461538547e-02 -9.524081024874892995e-05
6.153846153846154188e-01 1.538461538461538547e-02 -9.312083889053009676e-05
6.307692307692307487e-01 1.538461538461538547e-02 -9.075979334394789822e-05
6.461538461538461897e-01 1.538461538461538547e-02 -8.817851721313768349e-05
6.615384615384616307e-01 1.538461538461538547e-02 -8.539829158968199039e-05
6.769230769230769607e-01 1.538461538461538547e-02 -8.244026036313720858e-05
6.923076923076922906e-01 1.538461538461538547e-02 -7.932488344582791463e-05
7.076923076923077316e-01 1.538461538461538547e-02 -7.607143757456508019e-05
7.230769230769231726e-01 1.538461538461538547e-02 -7.269758251729672668e-05
7.384615384615385025e-01 1.538461538461538547e-02 -6.921900808999682819e-05
7.538461538461538325e-01 1.538461538461538547e-02 -6.564917449570744214e-05
7.692307692307692735e-01 1.538461538461538547e-02 -6.199915526597583101e-05
7.846153846153847145e-01 1.538461538461538547e-02 -5.827758865391855582e-05
8.000000000000000444e-01 1.538461538461538547e-02 -5.449073983350322554e-05
8.153846153846153744e-01 1.538461538461538547e-02 -5.064267282262155146e-05
8.307692307692308153e-01 1.538461538461538547e-02 -4.673552776206824517e-05
8.461538461538462563e-01 1.538461538461538547e-02 -4.276989609985493298e-05
8.615384615384615863e-01 1.538461538461538547e-02 -3.874528333991041524e-05
8.769230769230769162e-01 1.538461538461538547e-02 -3.466064621838739853e-05
8.923076923076923572e-01 1.538461538461538547e-02 -3.051498824748095917e-05
9.076923076923077982e-01 1.538461538461538547e-02 -2.630799411106397287e-05
9.230769230769231282e-01 1.538461538461538547e-02 -2.204067871972544405e-05
9.384615384615384581e-01 1.538461538461538547e-02 -1.771601967062902516e-05
9.538461538461538991e-01 1.538461538461538547e-02 -1.333953036693973157e-05
9.692307692307693401e-01 1.538461538461538547e-02 -8.919711241359777170e-06
9.846153846153846700e-01 1.538461538461538547e-02 -4.468279858287111612e-06
1.538461538461538547e-02 3.076923076923077094e-02 -8.919711241363881892e-06
3.076923076923077094e-02 3.076923076923077094e-02 -1.779944082636768839e-05
4.615384615384615641e-02 3.076923076923077094e-02 -2.659801008049459043e-05
6.153846153846154188e-02 3.076923076923077094e-02 -3.527386950382790562e-05
7.692307692307692735e-02 3.076923076923077094e-02 -4.378557034907545160e-05
9.230769230769231282e-02 3.076923076923077094e-02 -5.209196775681988452e-05
1.076923076923076983e-01 3.076923076923077094e-02 -6.015239885185457537e-05
1.230769230769230838e-01 3.076923076923077094e-02 -6.792696579916014221e-05
1.384615384615384692e-01 3.076923076923077094e-02 -7.537698070642026582e-05
1.538461538461538547e-01 3.076923076923077094e-02 -8.246558191883006199e-05
1.692307692307692402e-01 3.076923076923077094e-02 -8.915849988152919838e-05
1.846153846153846256e-01 3.076923076923077094e-02 -9.542493015055870758e-05
2.000000000000000111e-01 3.076923076923077094e-02 -1.012384584282997380e-04
2.153846153846153966e-01 3.076923076923077094e-02 -1.065779759679000630e-04
2.307692307692307820e-01 3.076923076923077094e-02 -1.114285222185651213e-04
2.461538461538461675e-01 3.076923076923077094e-02 -1.157819943564576687e-04
2.615384615384615530e-01 3.076923076923077094e-02 -1.196376696881248941e-04
2.769230769230769384e-01 3.076923076923077094e-02 -1.230024961949083078e-04
2.923076923076923239e-01 3.076923076923077094e-02 -1.258911180768934417e-04
3.076923076923077094e-01 3.076923076923077094e-02 -1.283256164015998896e-04
3.230769230769230949e-01 3.076923076923077094e-02 -1.303349591906444085e-04
3.384615384615384803e-01 3.076923076923077094e-02 -1.319541697985081980e-04
