x U E refE
-1.000000000000000000e+00 0.000000000000000000e+00 1.726263578199482331e-14 1.875180799588353486e-01
-8.947368421052631637e-01 -9.994002401375396591e-16 4.567264125264336436e-14 1.875180799588353486e-01
-7.894736842105263275e-01 -1.998800480275079318e-15 7.524608487286471452e-14 1.875180799588353486e-01
-6.842105263157894912e-01 -2.998200720412618780e-15 1.050045141089035248e-13 1.875180799588353486e-01
-5.789473684210526550e-01 -3.997600960550158636e-15 1.348254955216197980e-13 1.875180799588353486e-01
-4.736842105263158187e-01 -4.997001200687698493e-15 1.646750499222774666e-13 1.875180799588353486e-01
-3.684210526315789824e-01 -5.996401440825238349e-15 1.945400253315745825e-13 1.875180799588353486e-01
-2.631578947368421462e-01 -6.995801680962776627e-15 2.399732520742480835e-10 1.875180799588353486e-01
-1.578947368421053099e-01 1.487580212412737343e-11 1.524811451245495499e-04 1.875180799588353486e-01
-1.052631578947368918e-01 1.541248888682598159e-05 5.070335171522697415e-01 1.875180799588353486e-01
-5.263157894736847364e-02 6.265679758969526503e-02 7.657604252053570315e-01 1.875180799588353486e-01
-2.631578947368426458e-02 5.003133005845997738e-01 9.999999999999890088e-01 1.875180799588353486e-01
-5.551115123125782702e-17 9.999999999999912292e-01 1.000000000000000000e+00 1.875180799588353486e-01
2.631578947368415355e-02 5.003133005846026604e-01 7.657604252053566984e-01 1.875180799588353486e-01
5.263157894736836262e-02 6.265679758969602831e-02 5.070335171522764028e-01 1.875180799588353486e-01
1.052631578947368363e-01 1.541248888685282914e-05 1.524811451250386877e-04 1.875180799588353486e-01
1.578947368421053099e-01 1.487582721227604493e-11 2.399738778240882318e-10 1.875180799588353486e-01
2.631578947368420351e-01 -6.973849550877858213e-15 1.939295780751259381e-13 1.875180799588353486e-01
3.684210526315787604e-01 -5.977585329323881737e-15 1.641583159892001327e-13 1.875180799588353486e-01
4.736842105263157077e-01 -4.981321107769902105e-15 1.344024265223216355e-13 1.875180799588353486e-01
5.789473684210526550e-01 -3.985056886215921684e-15 1.046750203841893364e-13 1.875180799588353486e-01
6.842105263157893802e-01 -2.988792664661942841e-15 7.500997014022380568e-14 1.875180799588353486e-01
7.894736842105261054e-01 -1.992528443107963603e-15 4.552932504560629987e-14 1.875180799588353486e-01
8.947368421052630527e-01 -9.962642215539816042e-16 1.720846734732838985e-14 1.875180799588353486e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.875180799588353486e-01
