x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.605747929690022391e-02
5.263157894736841813e-02 1.402305851032300821e-01 1.239755876192675660e-01 7.605747929690022391e-02
1.052631578947368363e-01 2.227382323878898396e-01 6.689719506658026171e-02 7.605747929690022391e-02
1.578947368421052544e-01 2.919434366790605306e-01 4.608203358030907304e-02 7.605747929690022391e-02
2.105263157894736725e-01 3.537158089717958309e-01 3.538425486117310892e-02 7.605747929690022391e-02
2.631578947368420907e-01 4.104908775411162392e-01 2.881526400782161504e-02 7.605747929690022391e-02
3.157894736842105088e-01 4.635770735540901133e-01 2.429907022906219877e-02 7.605747929690022391e-02
3.684210526315789269e-01 5.137798439629415181e-01 2.093805865850563788e-02 7.605747929690022391e-02
4.210526315789473450e-01 5.616394528029650113e-01 1.828530600775155751e-02 7.605747929690022391e-02
4.736842105263157632e-01 6.075405139512927155e-01 1.609515687216598809e-02 7.605747929690022391e-02
5.263157894736841813e-01 6.517691068642865737e-01 1.422229539009821526e-02 7.605747929690022391e-02
5.789473684210526550e-01 6.945453150148984678e-01 1.257575389145081449e-02 7.605747929690022391e-02
6.315789473684210176e-01 7.360430407490869964e-01 1.109599180955277327e-02 7.605747929690022391e-02
6.842105263157893802e-01 7.764027184726088882e-01 9.742651522139407841e-03 7.605747929690022391e-02
7.368421052631578538e-01 8.157398217966309595e-01 8.487661946244564118e-03 7.605747929690022391e-02
7.894736842105263275e-01 8.541507569129284105e-01 7.311220941484904146e-03 7.605747929690022391e-02
8.421052631578946901e-01 8.917170657048858473e-01 6.199470346762725632e-03 7.605747929690022391e-02
8.947368421052630527e-01 9.285084985057397988e-01 5.143351512488856907e-03 7.605747929690022391e-02
9.473684210526315264e-01 9.645853089470126651e-01 4.138672344316834083e-03 7.605747929690022391e-02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.605747929690022391e-02
