x U E refE
-1.000000000000000000e+00 3.720075976020836120e-44 2.513033928911311422e-15 1.666222656059356544e-01
-8.947368421052631637e-01 -1.212179882443877062e-16 6.648862812152493771e-15 1.666222656059356544e-01
-7.894736842105263275e-01 -2.424359764879207801e-16 1.095398561203339660e-14 1.666222656059356544e-01
-6.842105263157894912e-01 -3.636493006908525604e-16 3.398383174595031345e-14 1.666222656059356544e-01
-5.789473684210526550e-01 2.290461365479456542e-15 2.930980721801374430e-09 1.666222656059356544e-01
-4.736842105263158187e-01 1.800698119526331045e-10 1.927634240292001909e-05 1.666222656059356544e-01
-3.684210526315789824e-01 1.273925852844574607e-06 1.302715318909636495e-02 1.666222656059356544e-01
-2.631578947368421462e-01 9.826989351098480100e-04 5.227113073934253062e-02 1.666222656059356544e-01
-2.105263157894737280e-01 1.188910357880701256e-02 2.549107015509788354e-01 1.666222656059356544e-01
-1.578947368421053099e-01 8.265542718143399636e-02 5.426483357422546838e-01 1.666222656059356544e-01
-1.052631578947368918e-01 3.302077619371562300e-01 1.567872250313915861e-01 1.666222656059356544e-01
-5.263157894736847364e-02 7.580481975148228857e-01 9.999999999999967804e-01 1.666222656059356544e-01
-5.551115123125782702e-17 9.999999999999988898e-01 1.000000000000000000e+00 1.666222656059356544e-01
5.263157894736836262e-02 7.580481975148236629e-01 1.567872250313878946e-01 1.666222656059356544e-01
1.052631578947368363e-01 3.302077619371565076e-01 5.426483357422531295e-01 1.666222656059356544e-01
1.578947368421053099e-01 8.265542718143388534e-02 2.549107015509761154e-01 1.666222656059356544e-01
2.105263157894736725e-01 1.188910357880696399e-02 5.227113073934083060e-02 1.666222656059356544e-01
2.631578947368420351e-01 9.826989351097829579e-04 1.302715318909428155e-02 1.666222656059356544e-01
3.684210526315787604e-01 1.273925852783864791e-06 1.927634240110817157e-05 1.666222656059356544e-01
4.736842105263157077e-01 1.800697613439087820e-10 2.930979236926524067e-09 1.666222656059356544e-01
5.789473684210526550e-01 2.249974384281972645e-15 3.295012364578229758e-14 1.666222656059356544e-01
6.842105263157893802e-01 -3.940145365889606021e-16 1.186865361149182455e-14 1.666222656059356544e-01
7.894736842105261054e-01 -2.626794670866596718e-16 7.204045230949308168e-15 1.666222656059356544e-01
8.947368421052630527e-01 -1.313397335437571766e-16 2.722873159255840520e-15 1.666222656059356544e-01
1.000000000000000000e+00 3.720075976020836120e-44 0.000000000000000000e+00 1.666222656059356544e-01
