x U E refE
-1.000000000000000000e+00 0.000000000000000000e+00 5.909277222499573618e-14 1.889401996374572845e-01
-8.947368421052631637e-01 9.789810586233146491e-16 1.563447795887238365e-13 1.889401996374572845e-01
-7.894736842105263275e-01 1.957962117246629298e-15 2.575794224224236446e-13 1.889401996374572845e-01
-6.842105263157894912e-01 2.936943175869943750e-15 3.594473007016516678e-13 1.889401996374572845e-01
-5.789473684210526550e-01 3.915924234493258596e-15 4.615293051186988993e-13 1.889401996374572845e-01
-4.736842105263158187e-01 4.894905293116573048e-15 5.637091194582592877e-13 1.889401996374572845e-01
-3.684210526315789824e-01 5.873886351739887500e-15 6.659417223848302989e-13 1.889401996374572845e-01
-2.631578947368421462e-01 6.852867410363203530e-15 8.399805754167846771e-10 1.889401996374572845e-01
-1.578947368421053099e-01 1.489162917451746043e-11 5.328544082233661666e-04 1.889401996374572845e-01
-1.052631578947368918e-01 1.541248890364222156e-05 3.191250555123397586e-02 1.889401996374572845e-01
-7.894736842105268271e-02 1.964167120815505773e-03 7.466985582538915311e-01 1.889401996374572845e-01
-5.263157894736847364e-02 6.265679758971311186e-02 4.492131417830534379e-01 1.889401996374572845e-01
-3.947368421052636911e-02 2.105206048972989297e-01 4.442449236867203055e-01 1.889401996374572845e-01
-2.631578947368426458e-02 5.003133005846178705e-01 1.901283130114783115e-01 1.889401996374572845e-01
-1.315789473684216004e-02 8.410281109817473455e-01 1.000000000000000000e+00 1.889401996374572845e-01
-5.551115123125782702e-17 1.000000000000009548e+00 9.999999999999998890e-01 1.889401996374572845e-01
1.315789473684204902e-02 8.410281109817501211e-01 1.901283130114730657e-01 1.889401996374572845e-01
2.631578947368415355e-02 5.003133005846213122e-01 4.442449236867349605e-01 1.889401996374572845e-01
3.947368421052625809e-02 2.105206048973012334e-01 4.492131417830701468e-01 1.889401996374572845e-01
5.263157894736836262e-02 6.265679758971426372e-02 7.466985582539197308e-01 1.889401996374572845e-01
7.894736842105259944e-02 1.964167120815943357e-03 3.191250555125359906e-02 1.889401996374572845e-01
1.052631578947368363e-01 1.541248890404227522e-05 5.328544082489093192e-04 1.889401996374572845e-01
1.578947368421053099e-01 1.489200551491412854e-11 8.400133922987118467e-10 1.889401996374572845e-01
2.631578947368420351e-01 7.182165257446394710e-15 6.979419293540431245e-13 1.889401996374572845e-01
3.684210526315787604e-01 6.156141649239768021e-15 5.907967877732852781e-13 1.889401996374572845e-01
4.736842105263157077e-01 5.130118041033139755e-15 4.837069714064721931e-13 1.889401996374572845e-01
5.789473684210526550e-01 4.104094432826512277e-15 3.767196649796940516e-13 1.889401996374572845e-01
6.842105263157893802e-01 3.078070824619885588e-15 2.699567740005920425e-13 1.889401996374572845e-01
7.894736842105261054e-01 2.052047216413258900e-15 1.638575470535384515e-13 1.889401996374572845e-01
8.947368421052630527e-01 1.026023608206629450e-15 6.193233142067532257e-14 1.889401996374572845e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.889401996374572845e-01
