x U E refE
-1.000000000000000000e+00 3.720075976020836120e-44 1.247503866589134687e-14 2.795898833348955392e-01
-8.947368421052631637e-01 -3.998598314197961434e-17 3.300584990564662426e-14 2.795898833348955392e-01
-7.894736842105263275e-01 -7.997196628310459651e-17 5.437629929771758382e-14 2.795898833348955392e-01
-6.842105263157894912e-01 -1.199532853836282912e-16 6.434491064856189833e-13 2.795898833348955392e-01
-5.789473684210526550e-01 2.615389385889089033e-15 4.410802067731997678e-08 2.795898833348955392e-01
-4.736842105263158187e-01 1.800702181126586274e-10 2.900864706097711510e-04 2.795898833348955392e-01
-3.684210526315789824e-01 1.273925853331966682e-06 1.960434614037126488e-01 2.795898833348955392e-01
-2.631578947368421462e-01 9.826989351104165656e-04 7.866195517062668507e-01 2.795898833348955392e-01
-2.105263157894737280e-01 1.188910357880762145e-02 4.760879774655984997e-01 2.795898833348955392e-01
-1.842105263157895190e-01 3.359588127748000530e-02 1.368303126787975832e-01 2.795898833348955392e-01
-1.710526315789474006e-01 5.361640056549915601e-02 1.780850305886189089e-01 2.795898833348955392e-01
-1.578947368421053099e-01 8.265542718143464862e-02 2.188029057985097781e-01 2.795898833348955392e-01
-1.447368421052632192e-01 1.230855857762802180e-01 2.518814472485260691e-01 2.795898833348955392e-01
-1.315789473684211008e-01 1.770537466595010767e-01 2.683657446829335047e-01 2.795898833348955392e-01
-1.184210526315789963e-01 2.460170170020592184e-01 2.587893495789932441e-01 2.795898833348955392e-01
-1.052631578947368918e-01 3.302077619371568407e-01 9.999999999999422684e-01 2.795898833348955392e-01
-7.894736842105268271e-02 5.361889303292536324e-01 3.247169901575907014e-01 2.795898833348955392e-01
-5.263157894736847364e-02 7.580481975148234408e-01 2.811945989323894612e-01 2.795898833348955392e-01
-3.947368421052636911e-02 8.557156226942138622e-01 4.239732266860827825e-01 2.795898833348955392e-01
-2.631578947368426458e-02 9.330914390145750303e-01 5.343872942948539873e-01 2.795898833348955392e-01
-1.315789473684216004e-02 9.828359897576343096e-01 5.946264731801026437e-01 2.795898833348955392e-01
-5.551115123125782702e-17 9.999999999999996669e-01 5.946264731800944281e-01 2.795898833348955392e-01
1.315789473684204902e-02 9.828359897576346427e-01 5.343872942948277860e-01 2.795898833348955392e-01
2.631578947368415355e-02 9.330914390145758075e-01 4.239732266860513632e-01 2.795898833348955392e-01
3.947368421052625809e-02 8.557156226942147503e-01 2.811945989323755835e-01 2.795898833348955392e-01
5.263157894736836262e-02 7.580481975148243290e-01 3.247169901575768791e-01 2.795898833348955392e-01
7.894736842105259944e-02 5.361889303292545206e-01 1.000000000000000000e+00 2.795898833348955392e-01
1.052631578947368363e-01 3.302077619371575068e-01 2.587893495790403176e-01 2.795898833348955392e-01
1.184210526315789547e-01 2.460170170020597458e-01 2.683657446829847970e-01 2.795898833348955392e-01
1.315789473684210731e-01 1.770537466595014930e-01 2.518814472485759737e-01 2.795898833348955392e-01
1.447368421052631915e-01 1.230855857762805927e-01 2.188029057985587666e-01 2.795898833348955392e-01
1.578947368421053099e-01 8.265542718143492618e-02 1.780850305886667595e-01 2.795898833348955392e-01
1.710526315789474006e-01 5.361640056549942662e-02 1.368303126788447122e-01 2.795898833348955392e-01
1.842105263157894912e-01 3.359588127748031755e-02 4.760879774656656682e-01 2.795898833348955392e-01
2.105263157894736725e-01 1.188910357880792155e-02 7.866195517063584441e-01 2.795898833348955392e-01
2.631578947368420351e-01 9.826989351106761236e-04 1.960434614038291112e-01 2.795898833348955392e-01
3.684210526315787604e-01 1.273925853549252444e-06 2.900864707073395887e-04 2.795898833348955392e-01
4.736842105263157077e-01 1.800703991668527299e-10 4.410810061957203556e-08 2.795898833348955392e-01
5.789473684210526550e-01 2.760232739460433919e-15 7.052043748438243879e-13 2.795898833348955392e-01
6.842105263157893802e-01 -1.132077020511446022e-17 5.132732477591726410e-15 2.795898833348955392e-01
7.894736842105261054e-01 -7.550289497428717427e-18 3.116138485628257564e-15 2.795898833348955392e-01
8.947368421052630527e-01 -3.775144749141680198e-18 1.177789640626243955e-15 2.795898833348955392e-01
1.000000000000000000e+00 3.720075976020836120e-44 0.000000000000000000e+00 2.795898833348955392e-01
