x U E refE
-1.000000000000000000e+00 0.000000000000000000e+00 1.209643716887704636e-29 1.465233136819198423e-01
-8.947368421052631637e-01 -2.604220221950731438e-16 8.467506018213952213e-29 1.465233136819198423e-01
-7.894736842105263275e-01 -5.208440443901462875e-16 2.298323062086641065e-28 1.465233136819198423e-01
-6.842105263157894912e-01 -7.812660665852194313e-16 4.475681752484516221e-28 1.465233136819198423e-01
-5.789473684210526550e-01 -1.041688088780292772e-15 7.378826673015012842e-28 1.465233136819198423e-01
-4.736842105263158187e-01 -1.302110110975365916e-15 1.100775782367813182e-27 1.465233136819198423e-01
-3.684210526315789824e-01 -1.562532133170439257e-15 1.536247520447389290e-27 1.465233136819198423e-01
-2.631578947368421462e-01 -1.822954155365513781e-15 3.449863767455353338e-20 1.465233136819198423e-01
-1.578947368421053099e-01 -1.488588070222579114e-11 4.800334715345362380e-01 1.465233136819198423e-01
-5.263157894736847364e-02 -6.265679758970670032e-02 1.000000000000000000e+00 1.465233136819198423e-01
-5.551115123125782702e-17 -1.000000000000002665e+00 9.999999999999995559e-01 1.465233136819198423e-01
5.263157894736836262e-02 -6.265679758970758850e-02 4.800334715345522252e-01 1.465233136819198423e-01
1.578947368421053099e-01 -1.488602435175113540e-11 3.449966705429305957e-20 1.465233136819198423e-01
2.631578947368420351e-01 -1.948647490056701626e-15 1.755400694988401067e-27 1.465233136819198423e-01
3.684210526315787604e-01 -1.670269277191458508e-15 1.257806797196416208e-27 1.465233136819198423e-01
4.736842105263157077e-01 -1.391891064326215390e-15 8.431452157030920235e-28 1.465233136819198423e-01
5.789473684210526550e-01 -1.113512851460972273e-15 5.114159505084321919e-28 1.465233136819198423e-01
6.842105263157893802e-01 -8.351346385957296484e-16 2.626190016124384168e-28 1.465233136819198423e-01
7.894736842105261054e-01 -5.567564257304869253e-16 9.675436901510922966e-29 1.465233136819198423e-01
8.947368421052630527e-01 -2.783782128652435120e-16 1.382205271644417927e-29 1.465233136819198423e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.465233136819198423e-01
