x U E refE
-1.000000000000000000e+00 0.000000000000000000e+00 3.774025407515397001e-27 1.315955654127522467e-01
-8.947368421052631637e-01 -1.017752866807362867e-15 2.641817785260783927e-26 1.315955654127522467e-01
-7.894736842105263275e-01 -2.035505733614725733e-15 7.170648274279264920e-26 1.315955654127522467e-01
-6.842105263157894912e-01 -3.053258600422088797e-15 1.396389400780699846e-25 1.315955654127522467e-01
-5.789473684210526550e-01 -4.071011467229452255e-15 2.302155498584396275e-25 1.315955654127522467e-01
-4.736842105263158187e-01 -5.088764334036815319e-15 3.434363120839018417e-25 1.315955654127522467e-01
-3.684210526315789824e-01 -6.106517200844178383e-15 4.793012267544566273e-25 1.315955654127522467e-01
-2.631578947368421462e-01 -7.124270067651543814e-15 7.056128060344687974e-19 1.315955654127522467e-01
-1.578947368421053099e-01 -1.489193934898269031e-11 2.839338203855096971e-07 1.315955654127522467e-01
-1.052631578947368918e-01 -1.541248890397180546e-05 1.018408010558570671e-03 1.315955654127522467e-01
-7.894736842105268271e-02 -1.964167120815846646e-03 5.575587368984766812e-01 1.315955654127522467e-01
-5.263157894736847364e-02 -6.265679758971348656e-02 2.017924467506175823e-01 1.315955654127522467e-01
-3.947368421052636911e-02 -2.105206048972993460e-01 1.973535522214369398e-01 1.315955654127522467e-01
-2.631578947368426458e-02 -5.003133005846183146e-01 3.614877540858593002e-02 1.315955654127522467e-01
-1.315789473684216004e-02 -8.410281109817477896e-01 9.999999999999967804e-01 1.315955654127522467e-01
-5.551115123125782702e-17 -1.000000000000009770e+00 1.000000000000000000e+00 1.315955654127522467e-01
1.315789473684204902e-02 -8.410281109817504541e-01 3.614877540858600635e-02 1.315955654127522467e-01
2.631578947368415355e-02 -5.003133005846215342e-01 1.973535522214433791e-01 1.315955654127522467e-01
3.947368421052625809e-02 -2.105206048973014554e-01 2.017924467506272690e-01 1.315955654127522467e-01
5.263157894736836262e-02 -6.265679758971449964e-02 5.575587368985087666e-01 1.315955654127522467e-01
7.894736842105259944e-02 -1.964167120816135478e-03 1.018408010559381221e-03 1.315955654127522467e-01
1.052631578947368363e-01 -1.541248890422748066e-05 2.839338204029053716e-07 1.315955654127522467e-01
1.578947368421053099e-01 -1.489217981618189314e-11 7.056480345109522502e-19 1.315955654127522467e-01
2.631578947368420351e-01 -7.334678866968619454e-15 5.080307496473173606e-25 1.315955654127522467e-01
3.684210526315787604e-01 -6.286867600258818929e-15 3.640220332118582878e-25 1.315955654127522467e-01
4.736842105263157077e-01 -5.239056333549016037e-15 2.440147695156413148e-25 1.315955654127522467e-01
5.789473684210526550e-01 -4.191245066839213145e-15 1.480089585586674057e-25 1.315955654127522467e-01
6.842105263157893802e-01 -3.143433800129411437e-15 7.600460034093742163e-26 1.315955654127522467e-01
7.894736842105261054e-01 -2.095622533419609728e-15 2.800169486245072539e-26 1.315955654127522467e-01
8.947368421052630527e-01 -1.047811266709804864e-15 4.000242123207246689e-27 1.315955654127522467e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.315955654127522467e-01
