x U E refE
-1.000000000000000000e+00 0.000000000000000000e+00 1.719538776464426313e-14 1.675916034004681365e-01
-8.947368421052631637e-01 1.287540633250614067e-15 4.549471972257163555e-14 1.675916034004681365e-01
-7.894736842105263275e-01 2.575081266501228133e-15 7.495295756108014886e-14 1.675916034004681365e-01
-6.842105263157894912e-01 3.862621899751842594e-15 1.045954603887266986e-13 1.675916034004681365e-01
-5.789473684210526550e-01 5.150162533002457055e-15 1.343002717159022284e-13 1.675916034004681365e-01
-4.736842105263158187e-01 6.437703166253071516e-15 1.640335447225948240e-13 1.675916034004681365e-01
-3.684210526315789824e-01 7.725243799503686766e-15 1.937821786641195621e-13 1.675916034004681365e-01
-2.631578947368421462e-01 9.012784432754302805e-15 1.858966133223636087e-10 1.675916034004681365e-01
-1.578947368421053099e-01 1.489409765111447883e-11 6.928444786059637650e-01 1.675916034004681365e-01
-5.263157894736847364e-02 6.265679758971590130e-02 1.000000000000000000e+00 1.675916034004681365e-01
-5.551115123125782702e-17 1.000000000000013767e+00 1.000000000000000000e+00 1.675916034004681365e-01
5.263157894736836262e-02 6.265679758971676172e-02 6.928444786059749783e-01 1.675916034004681365e-01
1.578947368421053099e-01 1.489425168869045551e-11 1.858995854146522368e-10 1.675916034004681365e-01
2.631578947368420351e-01 9.147567311730456474e-15 1.966801199307164592e-13 1.675916034004681365e-01
3.684210526315787604e-01 7.840771981483250435e-15 1.664866061012768893e-13 1.675916034004681365e-01
4.736842105263157077e-01 6.533976651236041240e-15 1.363086829238044354e-13 1.675916034004681365e-01
5.789473684210526550e-01 5.227181320988832834e-15 1.061596470598064035e-13 1.675916034004681365e-01
6.842105263157893802e-01 3.920385990741626006e-15 7.607385149604951270e-14 1.675916034004681365e-01
7.894736842105261054e-01 2.613590660494419967e-15 4.617507653662542180e-14 1.675916034004681365e-01
8.947368421052630527e-01 1.306795330247209983e-15 1.745253846932636295e-14 1.675916034004681365e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.675916034004681365e-01
