x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.678352090975768984e-02
1.315789473684210453e-02 5.572494342304065013e-02 1.290639452778682625e-02 5.678352090975768984e-02
2.631578947368420907e-02 8.846358729757228256e-02 6.441893084854281859e-02 5.678352090975768984e-02
5.263157894736841813e-02 1.404329977124750273e-01 1.598328208667080391e-02 5.678352090975768984e-02
7.894736842105262720e-02 1.840223941561160703e-01 6.540554332420220329e-03 5.678352090975768984e-02
1.052631578947368363e-01 2.229293998521766906e-01 7.953579218677299389e-02 5.678352090975768984e-02
1.578947368421052544e-01 2.921233589983892598e-01 3.230205949446111890e-02 5.678352090975768984e-02
2.105263157894736725e-01 3.538844861461664104e-01 1.657887136819769305e-02 5.678352090975768984e-02
2.631578947368420907e-01 4.106483095705287245e-01 9.757165349022456705e-03 5.678352090975768984e-02
3.157894736842105088e-01 4.637232604385445045e-01 6.282004231742357829e-03 5.678352090975768984e-02
3.684210526315789269e-01 5.139147857024378707e-01 4.308960927249270989e-03 5.678352090975768984e-02
4.210526315789473450e-01 5.617631493975033807e-01 3.097478038642564272e-03 5.678352090975768984e-02
4.736842105263157632e-01 6.076529654008731018e-01 2.308140773358759602e-03 5.678352090975768984e-02
5.263157894736841813e-01 6.518703131689088659e-01 1.769364902647975945e-03 5.678352090975768984e-02
5.789473684210526550e-01 6.946352761745627769e-01 1.387581442014045301e-03 5.678352090975768984e-02
6.315789473684210176e-01 7.361217567637933223e-01 1.108586015403604987e-03 5.678352090975768984e-02
6.842105263157893802e-01 7.764701893423572310e-01 8.993882935196479203e-04 5.678352090975768984e-02
7.368421052631578538e-01 8.157960475214212082e-01 7.390659196455237005e-04 5.678352090975768984e-02
7.894736842105263275e-01 8.541957374927606761e-01 6.138796523003827712e-04 5.678352090975768984e-02
8.421052631578946901e-01 8.917508011397600187e-01 5.145335934827311277e-04 5.678352090975768984e-02
8.947368421052630527e-01 9.285309887956558761e-01 4.345730397072980521e-04 5.678352090975768984e-02
9.473684210526315264e-01 9.645965540919706482e-01 3.694131932486315831e-04 5.678352090975768984e-02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 5.678352090975768984e-02
