x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.527300871509288116e-02
6.578947368421052266e-03 3.510447438879112092e-02 1.290953157024458953e-02 6.527300871509288116e-02
1.315789473684210453e-02 5.572848744740450944e-02 6.443887119513841411e-02 6.527300871509288116e-02
2.631578947368420907e-02 8.846708406827795412e-02 1.600027712626253887e-02 6.527300871509288116e-02
3.947368421052631360e-02 1.159266026887485340e-01 6.555893335899973771e-03 6.527300871509288116e-02
5.263157894736841813e-02 1.404363999758642956e-01 7.964306592394879147e-02 6.527300871509288116e-02
7.894736842105262720e-02 1.840257019121889492e-01 3.239837524515831735e-02 6.527300871509288116e-02
1.052631578947368363e-01 2.229326131009331524e-01 1.666789038374729554e-02 6.527300871509288116e-02
1.315789473684210453e-01 2.586914202127531537e-01 9.840848527393126696e-03 6.527300871509288116e-02
1.578947368421052544e-01 2.921263832325129983e-01 1.611982468198320251e-01 6.527300871509288116e-02
2.105263157894736725e-01 3.538873213656574257e-01 8.248442956141543991e-02 6.527300871509288116e-02
2.631578947368420907e-01 4.106509557753870721e-01 4.841051231712405201e-02 6.527300871509288116e-02
3.157894736842105088e-01 4.637257176287701843e-01 3.109290007462594749e-02 6.527300871509288116e-02
3.684210526315789269e-01 5.139170538780308828e-01 2.128427862400178103e-02 6.527300871509288116e-02
4.210526315789473450e-01 5.617652285584636696e-01 1.527628965067877841e-02 6.527300871509288116e-02
4.736842105263157632e-01 6.076548555472005564e-01 1.137143771031569502e-02 6.527300871509288116e-02
5.263157894736841813e-01 6.518720143006037082e-01 8.712688881644222588e-03 6.527300871509288116e-02
5.789473684210526550e-01 6.946367882916248959e-01 6.833292403143950873e-03 6.527300871509288116e-02
6.315789473684210176e-01 7.361230798662226071e-01 5.463218757281700609e-03 6.527300871509288116e-02
6.842105263157893802e-01 7.764713234301536815e-01 4.438340931766144963e-03 6.527300871509288116e-02
7.368421052631578538e-01 8.157969925945849354e-01 3.654711296550269307e-03 6.527300871509288116e-02
7.894736842105263275e-01 8.541964935512915691e-01 3.044163108273623478e-03 6.527300871509288116e-02
8.421052631578946901e-01 8.917513681836582995e-01 2.560638564364515254e-03 6.527300871509288116e-02
8.947368421052630527e-01 9.285313668249213226e-01 2.172201154598450267e-03 6.527300871509288116e-02
9.473684210526315264e-01 9.645967431066034825e-01 1.856197722774221735e-03 6.527300871509288116e-02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.527300871509288116e-02
