x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.252958474811776690e-01
6.578947368421052266e-03 3.505507466375284292e-02 1.248670501798406635e-01 1.252958474811776690e-01
1.315789473684210453e-02 5.567941487286318797e-02 6.844888633075385531e-02 1.252958474811776690e-01
1.973684210526315680e-02 7.297814433360129416e-02 4.829336058893799605e-02 1.252958474811776690e-01
2.631578947368420907e-02 8.841866579473056653e-02 1.422169567236161725e-01 1.252958474811776690e-01
3.947368421052631360e-02 1.158788387161950595e-01 9.679466793289095983e-02 1.252958474811776690e-01
5.263157894736841813e-02 1.403892903043047480e-01 7.411303949835860994e-02 1.252958474811776690e-01
6.578947368421052266e-02 1.629165605955261165e-01 6.072409243480104968e-02 1.252958474811776690e-01
7.894736842105262720e-02 1.839799008426172555e-01 2.007958355112233750e-01 1.252958474811776690e-01
1.052631578947368363e-01 2.228881206333493126e-01 1.496088989050377016e-01 1.252958474811776690e-01
1.315789473684210453e-01 2.586482363471571677e-01 1.192967963567986428e-01 1.252958474811776690e-01
1.578947368421052544e-01 2.920845079689047830e-01 9.938420891946780911e-02 1.252958474811776690e-01
1.842105263157894635e-01 3.237043352834325649e-01 8.533545297697556209e-02 1.252958474811776690e-01
2.105263157894736725e-01 3.538480633060248071e-01 7.488826653318565729e-02 1.252958474811776690e-01
2.368421052631578816e-01 3.827579835966218313e-01 6.679666510134550650e-02 1.252958474811776690e-01
2.631578947368420907e-01 4.106143149197300501e-01 6.032187747995856886e-02 1.252958474811776690e-01
2.894736842105263275e-01 4.375557011755025205e-01 5.500011220747182822e-02 1.252958474811776690e-01
3.157894736842105088e-01 4.636916939770887591e-01 1.977019657857520818e-01 1.252958474811776690e-01
3.684210526315789269e-01 5.138856474303248323e-01 1.656593718824333483e-01 1.252958474811776690e-01
4.210526315789473450e-01 5.617364393147329382e-01 1.417125147433715426e-01 1.252958474811776690e-01
4.736842105263157632e-01 6.076286835074453663e-01 1.230639728987895226e-01 1.252958474811776690e-01
5.263157894736841813e-01 6.518484594648239483e-01 1.080550107992741121e-01 1.252958474811776690e-01
5.789473684210526550e-01 6.946158506598206772e-01 9.564431658487800025e-02 1.252958474811776690e-01
6.315789473684210176e-01 7.361047594383939296e-01 8.514776424508629926e-02 1.252958474811776690e-01
6.842105263157893802e-01 7.764556202063005452e-01 7.609894541381102828e-02 1.252958474811776690e-01
7.368421052631578538e-01 8.157839065747072294e-01 6.817002394616573924e-02 1.252958474811776690e-01
7.894736842105263275e-01 8.541860247353892932e-01 6.112466276693809264e-02 1.252958474811776690e-01
8.421052631578946901e-01 8.917435165717315648e-01 5.478892005430918005e-02 1.252958474811776690e-01
8.947368421052630527e-01 9.285261324169702402e-01 4.903268245362080169e-02 1.252958474811776690e-01
9.473684210526315264e-01 9.645941259026279413e-01 4.375754381089668604e-02 1.252958474811776690e-01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.252958474811776690e-01
