x U E refE
-1.000000000000000000e+00 3.720075976020836120e-44 2.565097397833108079e-14 2.622503944964291733e-01
-8.947368421052631637e-01 -2.639870261348906682e-16 6.786609803318566257e-14 2.622503944964291733e-01
-7.894736842105263275e-01 -5.279740522689267043e-16 1.118096503269139102e-13 2.622503944964291733e-01
-6.842105263157894912e-01 -7.919564143623614713e-16 1.026987519751261849e-13 2.622503944964291733e-01
-5.789473684210526550e-01 1.719385213917444398e-15 1.373725167822022365e-08 2.622503944964291733e-01
-4.736842105263158187e-01 1.800690981074436670e-10 9.034718549061850523e-05 2.622503944964291733e-01
-3.684210526315789824e-01 1.273925851987960447e-06 6.105757007977133388e-02 2.622503944964291733e-01
-2.631578947368421462e-01 9.826989351088485924e-04 2.449919934113884701e-01 2.622503944964291733e-01
-2.105263157894737280e-01 1.188910357880594224e-02 1.482771975162242295e-01 2.622503944964291733e-01
-1.842105263157895190e-01 3.359588127747827058e-02 2.773114223428979064e-01 2.622503944964291733e-01
-1.578947368421053099e-01 8.265542718143285839e-02 4.157993711141965143e-01 2.622503944964291733e-01
-1.315789473684211008e-01 1.770537466594992726e-01 4.672605169710669637e-01 2.622503944964291733e-01
-1.052631578947368918e-01 3.302077619371550088e-01 7.348533360304823070e-01 2.622503944964291733e-01
-5.263157894736847364e-02 7.580481975148214424e-01 6.238490573143105067e-01 2.622503944964291733e-01
-2.631578947368426458e-02 9.330914390145729209e-01 1.000000000000000000e+00 2.622503944964291733e-01
-5.551115123125782702e-17 9.999999999999974465e-01 9.999999999999955591e-01 2.622503944964291733e-01
2.631578947368415355e-02 9.330914390145735871e-01 6.238490573143032902e-01 2.622503944964291733e-01
5.263157894736836262e-02 7.580481975148224416e-01 7.348533360304965178e-01 2.622503944964291733e-01
1.052631578947368363e-01 3.302077619371556749e-01 4.672605169710863926e-01 2.622503944964291733e-01
1.315789473684210731e-01 1.770537466594996334e-01 4.157993711142145554e-01 2.622503944964291733e-01
1.578947368421053099e-01 8.265542718143310819e-02 2.773114223429164471e-01 2.622503944964291733e-01
1.842105263157894912e-01 3.359588127747855507e-02 1.482771975162426870e-01 2.622503944964291733e-01
2.105263157894736725e-01 1.188910357880621112e-02 2.449919934114138664e-01 2.622503944964291733e-01
2.631578947368420351e-01 9.826989351090790938e-04 6.105757007980350259e-02 2.622503944964291733e-01
3.684210526315787604e-01 1.273925852180418191e-06 9.034718551753371575e-05 2.622503944964291733e-01
4.736842105263157077e-01 1.800692584715704227e-10 1.373727373088596000e-08 2.622503944964291733e-01
5.789473684210526550e-01 1.847676513596972537e-15 1.124134296932201840e-13 2.622503944964291733e-01
6.842105263157893802e-01 -6.957379396027106337e-16 9.822541205946290326e-14 2.622503944964291733e-01
7.894736842105261054e-01 -4.638284024291598736e-16 5.962077813210858062e-14 2.622503944964291733e-01
8.947368421052630527e-01 -2.319142012150072529e-16 2.253453598712801488e-14 2.622503944964291733e-01
1.000000000000000000e+00 3.720075976020836120e-44 0.000000000000000000e+00 2.622503944964291733e-01
