N err
8.000000000000000000e+00 3.995134662911839740e+01
1.600000000000000000e+01 8.832242714654491067e+00
3.200000000000000000e+01 2.673808083318287121e+00
6.400000000000000000e+01 1.015340607501654002e+00
1.280000000000000000e+02 4.401245200062169349e-01
2.560000000000000000e+02 2.046830599440760678e-01
5.120000000000000000e+02 9.868108875129438795e-02
1.024000000000000000e+03 4.845071586803130492e-02
