M err
8.000000000000000000e+00 1.844283839761498567e-01
1.600000000000000000e+01 4.170314315698087082e-02
3.200000000000000000e+01 1.339225976813182908e-02
6.400000000000000000e+01 6.934693667315243448e-03
1.280000000000000000e+02 5.384960593311906817e-03
2.560000000000000000e+02 5.004933506873626009e-03
5.120000000000000000e+02 4.910813640482586222e-03
1.024000000000000000e+03 4.887392144897666733e-03
