M err
8.000000000000000000e+00 8.127382346013156678e-01
1.600000000000000000e+01 6.313961556347538195e-01
3.200000000000000000e+01 5.975368682053302516e-01
6.400000000000000000e+01 5.891282222142616432e-01
1.280000000000000000e+02 5.871710504614762183e-01
2.560000000000000000e+02 5.866634296366882717e-01
5.120000000000000000e+02 5.865425457947386345e-01
1.024000000000000000e+03 5.865138774415087353e-01
