x 0.0 0.001 0.002 0.003 0.004 0.005 0.006 0.007 0.008 0.009000000000000001 0.010000000000000002 0.011000000000000003 0.012000000000000004 0.013000000000000005 0.014000000000000005 0.015000000000000006 0.016000000000000007 0.017000000000000008 0.01800000000000001 0.01900000000000001 0.02000000000000001 0.02100000000000001 0.022000000000000013 0.023000000000000013 0.024000000000000014 0.025000000000000015 0.026000000000000016 0.027000000000000017 0.028000000000000018 0.02900000000000002 0.03000000000000002 0.03100000000000002 0.03200000000000002 0.03300000000000002 0.03400000000000002 0.035000000000000024 0.036000000000000025 0.037000000000000026 0.03800000000000003 0.03900000000000003 0.04000000000000003 0.04100000000000003 0.04200000000000003 0.04300000000000003 0.04400000000000003 0.04500000000000003 0.046000000000000034 0.047000000000000035 0.048000000000000036 0.04900000000000004 0.05000000000000004 0.05100000000000004 0.05200000000000004 0.05300000000000004 0.05400000000000004 0.05500000000000004 0.05600000000000004 0.057000000000000044 0.058000000000000045 0.059000000000000045 0.06
0.000000000000000000e+00 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44 3.720075976020836120e-44
1.001001001001000992e-03 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44 5.549698993803336159e-44
2.002002002002001985e-03 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44 8.272540758036012239e-44
3.003003003003002977e-03 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43 1.232140608815187727e-43
4.004004004004003969e-03 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43 1.833722000033846827e-43
5.005005005005004962e-03 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43 2.726833294975046078e-43
6.006006006006005954e-03 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43 4.051683840861943876e-43
7.007007007007006946e-03 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43 6.015398165526164002e-43
8.008008008008007939e-03 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43 8.923702375948182071e-43
