M N err
8.000000000000000000e+00 6.633333333333332860e+01 1.577324980035581803e-01
1.600000000000000000e+01 3.010000000000000000e+02 3.576897955165247306e-02
3.200000000000000000e+01 1.282333333333333485e+03 8.430601655556053259e-03
6.400000000000000000e+01 5.293000000000000909e+03 2.044264598398685701e-03
1.280000000000000000e+02 2.150633333333333576e+04 5.032244083627959762e-04
