M N err
8.000000000000000000e+00 1.970000000000000284e+02 4.634097646287906880e-01
1.600000000000000000e+01 9.010000000000000000e+02 8.817186954881972571e-02
3.200000000000000000e+01 3.845000000000000455e+03 2.053311163381341467e-02
6.400000000000000000e+01 1.587700000000000182e+04 4.891174793110014164e-03
1.280000000000000000e+02 6.451700000000000728e+04 1.200466125840936272e-03
