M err
8.000000000000000000e+00 6.578060048302792770e-06
1.600000000000000000e+01 1.339472106913791722e-06
3.200000000000000000e+01 6.790703108625194275e-07
6.400000000000000000e+01 4.236593328002254652e-07
1.280000000000000000e+02 9.326374672973174735e-08
2.560000000000000000e+02 1.963869152470375623e-08
5.120000000000000000e+02 7.913111973120412377e-09
1.024000000000000000e+03 6.839264802039818391e-09
