M err
1.077000000000000000e+03 4.966283374849269489e-02
4.690000000000000000e+02 4.976553634410656873e-02
2.330000000000000000e+02 5.037370812191627190e-02
1.170000000000000000e+02 5.125113690663466587e-02
6.100000000000000000e+01 5.473019583576202440e-02
2.900000000000000000e+01 8.118985252714691625e-02
1.700000000000000000e+01 8.306307974519808179e-02
9.000000000000000000e+00 1.893328135896260034e-01
