M err
8.000000000000000000e+00 7.106303719003098960e-06
1.600000000000000000e+01 1.153529581463261902e-06
3.200000000000000000e+01 1.211352723441618609e-08
6.400000000000000000e+01 2.654679026582657460e-07
1.280000000000000000e+02 4.236341969474946181e-07
2.560000000000000000e+02 4.569046967632730982e-07
5.120000000000000000e+02 4.576958347268402999e-07
1.024000000000000000e+03 4.545602900568024084e-07
