M err
8.000000000000000000e+00 1.787766069818481907e-01
1.600000000000000000e+01 3.659917380260611225e-02
3.200000000000000000e+01 8.398963806550458974e-03
6.400000000000000000e+01 1.966740877079160409e-03
1.280000000000000000e+02 4.230953909503219887e-04
2.560000000000000000e+02 4.456143243889305319e-05
5.120000000000000000e+02 4.918865204456529771e-05
1.024000000000000000e+03 7.251810795919415526e-05
