M err
8.000000000000000000e+00 8.122511567389516240e-03
1.600000000000000000e+01 8.022559068126952284e-03
3.200000000000000000e+01 7.447401471979204178e-03
6.400000000000000000e+01 6.812599718156024144e-03
1.280000000000000000e+02 3.585522586890923288e-03
2.560000000000000000e+02 2.110134974573682487e-02
5.120000000000000000e+02 2.051054558258086011e-02
1.024000000000000000e+03 1.114798233512432346e-01
