x t U
6.733668341708543004e-01 0.000000000000000000e+00 6.007969763810604196e-06
6.783919597989950256e-01 0.000000000000000000e+00 2.962501549780500646e-06
6.834170854271356399e-01 0.000000000000000000e+00 1.431581342680722325e-06
6.884422110552763652e-01 0.000000000000000000e+00 6.779537525162188935e-07
6.934673366834170904e-01 0.000000000000000000e+00 3.146376601798418755e-07
6.984924623115578157e-01 0.000000000000000000e+00 1.431027350366101132e-07
7.035175879396985410e-01 0.000000000000000000e+00 6.378400136683019745e-08
7.085427135678391553e-01 0.000000000000000000e+00 2.786135168018024802e-08
7.135678391959798805e-01 0.000000000000000000e+00 1.192666991069632099e-08
7.185929648241206058e-01 0.000000000000000000e+00 5.003372218037501822e-09
7.236180904522613311e-01 0.000000000000000000e+00 2.056993983837746115e-09
7.286432160804020564e-01 0.000000000000000000e+00 8.287619925904750244e-10
7.336683417085426706e-01 0.000000000000000000e+00 3.272300856142713873e-10
7.386934673366833959e-01 0.000000000000000000e+00 1.266202660452625571e-10
7.437185929648241212e-01 0.000000000000000000e+00 4.801531839510668193e-11
7.487437185929648464e-01 0.000000000000000000e+00 1.784362140572879105e-11
7.537688442211055717e-01 0.000000000000000000e+00 6.498494904935897899e-12
7.587939698492462970e-01 0.000000000000000000e+00 2.319365330459464107e-12
7.638190954773869112e-01 0.000000000000000000e+00 8.112451905103132580e-13
7.688442211055276365e-01 0.000000000000000000e+00 2.780748455842889771e-13
7.738693467336683618e-01 0.000000000000000000e+00 9.341096744261126118e-14
7.788944723618090871e-01 0.000000000000000000e+00 3.075109825799625800e-14
7.839195979899498123e-01 0.000000000000000000e+00 9.920875225687514040e-15
7.889447236180904266e-01 0.000000000000000000e+00 3.136649124241297206e-15
7.939698492462311519e-01 0.000000000000000000e+00 9.718706967263132543e-16
7.989949748743718771e-01 0.000000000000000000e+00 2.951057226032336001e-16
8.040201005025126024e-01 0.000000000000000000e+00 8.781594324319102930e-17
8.090452261306533277e-01 0.000000000000000000e+00 2.560918192780838071e-17
8.140703517587939420e-01 0.000000000000000000e+00 7.318880157601734081e-18
8.190954773869346672e-01 0.000000000000000000e+00 2.049840936880937949e-18
8.241206030150753925e-01 0.000000000000000000e+00 5.626292206707224536e-19
8.291457286432161178e-01 0.000000000000000000e+00 1.513390492819467845e-19
8.341708542713568431e-01 0.000000000000000000e+00 3.989388344774369701e-20
8.391959798994974573e-01 0.000000000000000000e+00 1.030595456070724021e-20
8.442211055276381826e-01 0.000000000000000000e+00 2.609136064078688539e-21
8.492462311557789079e-01 0.000000000000000000e+00 6.473390823699791841e-22
8.542713567839196331e-01 0.000000000000000000e+00 1.573959392687040196e-22
8.592964824120603584e-01 0.000000000000000000e+00 3.750436485683390322e-23
8.643216080402009727e-01 0.000000000000000000e+00 8.757833857750911030e-24
8.693467336683416979e-01 0.000000000000000000e+00 2.004186741510941510e-24
8.743718592964824232e-01 0.000000000000000000e+00 4.494757472909160269e-25
8.793969849246231485e-01 0.000000000000000000e+00 9.878725938854372637e-26
8.844221105527638738e-01 0.000000000000000000e+00 2.127757876378428098e-26
8.894472361809044880e-01 0.000000000000000000e+00 4.491279390007816869e-27
8.944723618090452133e-01 0.000000000000000000e+00 9.290616491152005847e-28
8.994974874371859386e-01 0.000000000000000000e+00 1.883413112821955324e-28
9.045226130653266639e-01 0.000000000000000000e+00 3.741736858698536744e-29
9.095477386934673891e-01 0.000000000000000000e+00 7.284965342431765329e-30
9.145728643216080034e-01 0.000000000000000000e+00 1.389979302984325741e-30
9.195979899497487287e-01 0.000000000000000000e+00 2.599056812703266863e-31
9.246231155778894539e-01 0.000000000000000000e+00 4.762662509403205737e-32
9.296482412060301792e-01 0.000000000000000000e+00 8.552841784911873961e-33
9.346733668341709045e-01 0.000000000000000000e+00 1.505211974041397338e-33
9.396984924623115187e-01 0.000000000000000000e+00 2.596040636814281209e-34
9.447236180904522440e-01 0.000000000000000000e+00 4.387851325642078830e-35
9.497487437185929693e-01 0.000000000000000000e+00 7.268066914390529495e-36
9.547738693467336946e-01 0.000000000000000000e+00 1.179811230521048120e-36
9.597989949748744198e-01 0.000000000000000000e+00 1.876863680718108720e-37
9.648241206030150341e-01 0.000000000000000000e+00 2.926035092984547031e-38
9.698492462311557594e-01 0.000000000000000000e+00 4.470467338558949503e-39
9.748743718592964846e-01 0.000000000000000000e+00 6.693494605131164100e-40
9.798994974874372099e-01 0.000000000000000000e+00 9.821538078871853262e-41
9.849246231155779352e-01 0.000000000000000000e+00 1.412318628570101318e-41
9.899497487437186605e-01 0.000000000000000000e+00 1.990272149914342601e-42
9.949748743718592747e-01 0.000000000000000000e+00 2.748646187395770142e-43
1.000000000000000000e+00 0.000000000000000000e+00 3.720075976020836120e-44
0.000000000000000000e+00 1.299999999999999940e-03 3.720075976020836120e-44
5.025125628140703592e-03 1.299999999999999940e-03 2.748646187395770142e-43
1.005025125628140718e-02 1.299999999999999940e-03 1.990272149914370958e-42
1.507537688442210991e-02 1.299999999999999940e-03 1.412318628570121455e-41
2.010050251256281437e-02 1.299999999999999940e-03 9.821538078871853262e-41
2.512562814070351883e-02 1.299999999999999940e-03 6.693494605131164100e-40
3.015075376884421982e-02 1.299999999999999940e-03 4.470467338558949503e-39
3.517587939698492427e-02 1.299999999999999940e-03 2.926035092984505269e-38
4.020100502512562873e-02 1.299999999999999940e-03 1.876863680718161966e-37
4.522613065326633319e-02 1.299999999999999940e-03 1.179811230521048120e-36
5.025125628140703765e-02 1.299999999999999940e-03 7.268066914390529495e-36
5.527638190954774211e-02 1.299999999999999940e-03 4.387851325642078830e-35
6.030150753768843963e-02 1.299999999999999940e-03 2.596040636814244432e-34
6.532663316582915103e-02 1.299999999999999940e-03 1.505211974041418720e-33
7.035175879396984855e-02 1.299999999999999940e-03 8.552841784911873961e-33
7.537688442211055995e-02 1.299999999999999940e-03 4.762662509403205737e-32
8.040201005025125747e-02 1.299999999999999940e-03 2.599056812703266863e-31
8.542713567839195499e-02 1.299999999999999940e-03 1.389979302984305948e-30
9.045226130653266639e-02 1.299999999999999940e-03 7.284965342431869025e-30
9.547738693467336391e-02 1.299999999999999940e-03 3.741736858698536744e-29
1.005025125628140753e-01 1.299999999999999940e-03 1.883413112821955324e-28
1.055276381909547728e-01 1.299999999999999940e-03 9.290616491152005847e-28
1.105527638190954842e-01 1.299999999999999940e-03 4.491279390007816869e-27
1.155778894472361817e-01 1.299999999999999940e-03 2.127757876378473442e-26
1.206030150753768793e-01 1.299999999999999940e-03 9.878725938854372637e-26
1.256281407035175768e-01 1.299999999999999940e-03 4.494757472909160269e-25
1.306532663316583021e-01 1.299999999999999940e-03 2.004186741510941510e-24
1.356783919597989996e-01 1.299999999999999940e-03 8.757833857750911030e-24
1.407035175879396971e-01 1.299999999999999940e-03 3.750436485683497292e-23
1.457286432160803946e-01 1.299999999999999940e-03 1.573959392687040196e-22
1.507537688442211199e-01 1.299999999999999940e-03 6.473390823699791841e-22
1.557788944723618174e-01 1.299999999999999940e-03 2.609136064078688539e-21
1.608040201005025149e-01 1.299999999999999940e-03 1.030595456070724021e-20
1.658291457286432125e-01 1.299999999999999940e-03 3.989388344774426275e-20
1.708542713567839100e-01 1.299999999999999940e-03 1.513390492819467845e-19
1.758793969849246352e-01 1.299999999999999940e-03 5.626292206707224536e-19
1.809045226130653328e-01 1.299999999999999940e-03 2.049840936880937949e-18
1.859296482412060303e-01 1.299999999999999940e-03 7.318880157601734081e-18
1.909547738693467278e-01 1.299999999999999940e-03 2.560918192780874432e-17
1.959798994974874531e-01 1.299999999999999940e-03 8.781594324319164560e-17
2.010050251256281506e-01 1.299999999999999940e-03 2.951057226032335508e-16
2.060301507537688481e-01 1.299999999999999940e-03 9.718706967263128598e-16
2.110552763819095456e-01 1.299999999999999940e-03 3.136649124241293656e-15
2.160804020100502432e-01 1.299999999999999940e-03 9.920875225687548750e-15
2.211055276381909684e-01 1.299999999999999940e-03 3.075109825799625169e-14
2.261306532663316660e-01 1.299999999999999940e-03 9.341096744260826982e-14
2.311557788944723635e-01 1.299999999999999940e-03 2.780748455842631782e-13
2.361809045226130610e-01 1.299999999999999940e-03 8.112451905100990917e-13
2.412060301507537585e-01 1.299999999999999940e-03 2.319365330457782685e-12
2.462311557788944838e-01 1.299999999999999940e-03 6.498494904922918272e-12
2.512562814070351536e-01 1.299999999999999940e-03 1.784362140563296735e-11
2.562814070351758788e-01 1.299999999999999940e-03 4.801531839443109509e-11
2.613065326633166041e-01 1.299999999999999940e-03 1.266202660406894891e-10
2.663316582914572739e-01 1.299999999999999940e-03 3.272300855845481513e-10
2.713567839195979992e-01 1.299999999999999940e-03 8.287619924050525639e-10
2.763819095477387244e-01 1.299999999999999940e-03 2.056993982727013365e-09
2.814070351758793942e-01 1.299999999999999940e-03 5.003372211649984181e-09
2.864321608040201195e-01 1.299999999999999940e-03 1.192666987543297951e-08
2.914572864321607892e-01 1.299999999999999940e-03 2.786135149329318487e-08
2.964824120603015145e-01 1.299999999999999940e-03 6.378400041603640237e-08
3.015075376884422398e-01 1.299999999999999940e-03 1.431027303932254448e-07
3.065326633165829096e-01 1.299999999999999940e-03 3.146376384122738303e-07
3.115577889447236348e-01 1.299999999999999940e-03 6.779536545677461992e-07
3.165829145728643046e-01 1.299999999999999940e-03 1.431580919639682998e-06
3.216080402010050299e-01 1.299999999999999940e-03 2.962499796112196409e-06
3.266331658291457551e-01 1.299999999999999940e-03 6.007962786723659436e-06
3.316582914572864249e-01 1.299999999999999940e-03 1.194050011577501308e-05
3.366834170854271502e-01 1.299999999999999940e-03 2.325648129498305048e-05
3.417085427135678199e-01 1.299999999999999940e-03 4.439064040484764817e-05
3.467336683417085452e-01 1.299999999999999940e-03 8.303558430393598528e-05
3.517587939698492705e-01 1.299999999999999940e-03 1.522165016968421046e-04
3.567839195979899403e-01 1.299999999999999940e-03 2.734529831535582227e-04
3.618090452261306655e-01 1.299999999999999940e-03 4.814211670425363218e-04
3.668341708542713353e-01 1.299999999999999940e-03 8.305897130762214010e-04
3.718592964824120606e-01 1.299999999999999940e-03 1.404309541422383125e-03
3.768844221105527859e-01 1.299999999999999940e-03 2.326744229564652391e-03
3.819095477386934556e-01 1.299999999999999940e-03 3.777780135233407485e-03
3.869346733668341809e-01 1.299999999999999940e-03 6.010596789111488820e-03
3.919597989949749062e-01 1.299999999999999940e-03 9.370869112694010794e-03
3.969849246231155759e-01 1.299999999999999940e-03 1.431561488218580785e-02
4.020100502512563012e-01 1.299999999999999940e-03 2.142856627332077532e-02
4.070351758793969710e-01 1.299999999999999940e-03 3.142780519653158577e-02
4.120603015075376963e-01 1.299999999999999940e-03 4.516054093389915841e-02
4.170854271356784215e-01 1.299999999999999940e-03 6.357969456154345667e-02
4.221105527638190913e-01 1.299999999999999940e-03 8.769776858172552425e-02
4.271356783919598166e-01 1.299999999999999940e-03 1.185155865576429934e-01
4.321608040201004863e-01 1.299999999999999940e-03 1.569268821670267433e-01
4.371859296482412116e-01 1.299999999999999940e-03 2.036040129583877312e-01
4.422110552763819369e-01 1.299999999999999940e-03 2.588745033997503775e-01
4.472361809045226066e-01 1.299999999999999940e-03 3.226017034972425979e-01
4.522613065326633319e-01 1.299999999999999940e-03 3.940846933077436498e-01
4.572864321608040017e-01 1.299999999999999940e-03 4.719921920683787797e-01
4.623115577889447270e-01 1.299999999999999940e-03 5.543427544922611139e-01
4.673366834170854522e-01 1.299999999999999940e-03 6.385395829109505872e-01
4.723618090452261220e-01 1.299999999999999940e-03 7.214636926368604986e-01
4.773869346733668473e-01 1.299999999999999940e-03 7.996246045917018153e-01
4.824120603015075170e-01 1.299999999999999940e-03 8.693634059629588018e-01
4.874371859296482423e-01 1.299999999999999940e-03 9.270986028643209975e-01
4.924623115577889676e-01 1.299999999999999940e-03 9.696000888163600617e-01
4.974874371859296374e-01 1.299999999999999940e-03 9.942703556047115532e-01
5.025125628140703071e-01 1.299999999999999940e-03 9.994051522852175351e-01
5.075376884422110324e-01 1.299999999999999940e-03 9.843998212084748012e-01
5.125628140703517577e-01 1.299999999999999940e-03 9.498655141665443002e-01
5.175879396984924830e-01 1.299999999999999940e-03 8.976249379752210267e-01
5.226130653266332082e-01 1.299999999999999940e-03 8.305724225115251880e-01
5.276381909547738225e-01 1.299999999999999940e-03 7.524067342620673893e-01
5.326633165829145478e-01 1.299999999999999940e-03 6.672715115789460416e-01
5.376884422110552730e-01 1.299999999999999940e-03 5.793588548423105333e-01
5.427135678391959983e-01 1.299999999999999940e-03 4.925387694826851015e-01
5.477386934673367236e-01 1.299999999999999940e-03 4.100681348350723732e-01
5.527638190954774489e-01 1.299999999999999940e-03 3.344114238591914257e-01
5.577889447236180631e-01 1.299999999999999940e-03 2.671795817868916623e-01
5.628140703517587884e-01 1.299999999999999940e-03 2.091714560863053018e-01
5.678391959798995137e-01 1.299999999999999940e-03 1.604888700217186326e-01
5.728643216080402389e-01 1.299999999999999940e-03 1.206925816159925557e-01
5.778894472361809642e-01 1.299999999999999940e-03 8.896972292007321315e-02
5.829145728643215785e-01 1.299999999999999940e-03 6.429056975259397899e-02
5.879396984924623037e-01 1.299999999999999940e-03 4.554076075623877257e-02
5.929648241206030290e-01 1.299999999999999940e-03 3.162250771595714882e-02
5.979899497487437543e-01 1.299999999999999940e-03 2.152405491008825902e-02
6.030150753768844796e-01 1.299999999999999940e-03 1.436047917853229897e-02
6.080402010050250938e-01 1.299999999999999940e-03 9.391067978674737943e-03
6.130653266331658191e-01 1.299999999999999940e-03 6.019312913477653515e-03
6.180904522613065444e-01 1.299999999999999940e-03 3.781385684497087871e-03
6.231155778894472697e-01 1.299999999999999940e-03 2.328174249934597886e-03
6.281407035175879949e-01 1.299999999999999940e-03 1.404853415633253687e-03
6.331658291457286092e-01 1.299999999999999940e-03 8.307880920366959203e-04
6.381909547738693345e-01 1.299999999999999940e-03 4.814905707915248848e-04
6.432160804020100597e-01 1.299999999999999940e-03 2.734762750257627249e-04
6.482412060301507850e-01 1.299999999999999940e-03 1.522240006287340556e-04
6.532663316582915103e-01 1.299999999999999940e-03 8.303790064969514815e-05
6.582914572864321245e-01 1.299999999999999940e-03 4.439132691710603900e-05
6.633165829145728498e-01 1.299999999999999940e-03 2.325667653240950277e-05
6.683417085427135751e-01 1.299999999999999940e-03 1.194055339697484556e-05
6.733668341708543004e-01 1.299999999999999940e-03 6.007976740925035175e-06
6.783919597989950256e-01 1.299999999999999940e-03 2.962503303452375550e-06
6.834170854271356399e-01 1.299999999999999940e-03 1.431581765722183052e-06
6.884422110552763652e-01 1.299999999999999940e-03 6.779538504647409275e-07
6.934673366834170904e-01 1.299999999999999940e-03 3.146376819474152146e-07
6.984924623115578157e-01 1.299999999999999940e-03 1.431027396799965815e-07
7.035175879396985410e-01 1.299999999999999940e-03 6.378400231762470721e-08
7.085427135678391553e-01 1.299999999999999940e-03 2.786135186706711596e-08
7.135678391959798805e-01 1.299999999999999940e-03 1.192666994595966413e-08
7.185929648241206058e-01 1.299999999999999940e-03 5.003372224425019463e-09
7.236180904522613311e-01 1.299999999999999940e-03 2.056993984948493754e-09
7.286432160804020564e-01 1.299999999999999940e-03 8.287619927759063771e-10
7.336683417085426706e-01 1.299999999999999940e-03 3.272300856439911079e-10
7.386934673366833959e-01 1.299999999999999940e-03 1.266202660498356251e-10
7.437185929648241212e-01 1.299999999999999940e-03 4.801531839578226877e-11
7.487437185929648464e-01 1.299999999999999940e-03 1.784362140582461476e-11
7.537688442211055717e-01 1.299999999999999940e-03 6.498494904948946996e-12
7.587939698492462970e-01 1.299999999999999940e-03 2.319365330461170167e-12
7.638190954773869112e-01 1.299999999999999940e-03 8.112451905105274243e-13
7.688442211055276365e-01 1.299999999999999940e-03 2.780748455843147760e-13
7.738693467336683618e-01 1.299999999999999940e-03 9.341096744261425255e-14
7.788944723618090871e-01 1.299999999999999940e-03 3.075109825799659248e-14
7.839195979899498123e-01 1.299999999999999940e-03 9.920875225687548750e-15
7.889447236180904266e-01 1.299999999999999940e-03 3.136649124241300756e-15
7.939698492462311519e-01 1.299999999999999940e-03 9.718706967263136487e-16
7.989949748743718771e-01 1.299999999999999940e-03 2.951057226032336494e-16
8.040201005025126024e-01 1.299999999999999940e-03 8.781594324319102930e-17
8.090452261306533277e-01 1.299999999999999940e-03 2.560918192780838071e-17
8.140703517587939420e-01 1.299999999999999940e-03 7.318880157601734081e-18
8.190954773869346672e-01 1.299999999999999940e-03 2.049840936880937949e-18
8.241206030150753925e-01 1.299999999999999940e-03 5.626292206707224536e-19
8.291457286432161178e-01 1.299999999999999940e-03 1.513390492819467845e-19
8.341708542713568431e-01 1.299999999999999940e-03 3.989388344774369701e-20
8.391959798994974573e-01 1.299999999999999940e-03 1.030595456070724021e-20
8.442211055276381826e-01 1.299999999999999940e-03 2.609136064078688539e-21
8.492462311557789079e-01 1.299999999999999940e-03 6.473390823699791841e-22
8.542713567839196331e-01 1.299999999999999940e-03 1.573959392687040196e-22
8.592964824120603584e-01 1.299999999999999940e-03 3.750436485683390322e-23
8.643216080402009727e-01 1.299999999999999940e-03 8.757833857750911030e-24
8.693467336683416979e-01 1.299999999999999940e-03 2.004186741510941510e-24
8.743718592964824232e-01 1.299999999999999940e-03 4.494757472909160269e-25
8.793969849246231485e-01 1.299999999999999940e-03 9.878725938854372637e-26
8.844221105527638738e-01 1.299999999999999940e-03 2.127757876378428098e-26
8.894472361809044880e-01 1.299999999999999940e-03 4.491279390007816869e-27
8.944723618090452133e-01 1.299999999999999940e-03 9.290616491152005847e-28
8.994974874371859386e-01 1.299999999999999940e-03 1.883413112821955324e-28
9.045226130653266639e-01 1.299999999999999940e-03 3.741736858698536744e-29
9.095477386934673891e-01 1.299999999999999940e-03 7.284965342431765329e-30
9.145728643216080034e-01 1.299999999999999940e-03 1.389979302984325741e-30
9.195979899497487287e-01 1.299999999999999940e-03 2.599056812703266863e-31
9.246231155778894539e-01 1.299999999999999940e-03 4.762662509403205737e-32
9.296482412060301792e-01 1.299999999999999940e-03 8.552841784911873961e-33
9.346733668341709045e-01 1.299999999999999940e-03 1.505211974041397338e-33
9.396984924623115187e-01 1.299999999999999940e-03 2.596040636814281209e-34
