M N err
8.000000000000000000e+00 1.970000000000000284e+02 1.575452034553058989e-01
1.600000000000000000e+01 9.010000000000000000e+02 3.155874338824862096e-02
3.200000000000000000e+01 3.845000000000000455e+03 7.727194691390142783e-03
6.400000000000000000e+01 1.587700000000000182e+04 1.816861814726884608e-03
1.280000000000000000e+02 6.451700000000000728e+04 4.454009403196683057e-04
