M err
8.000000000000000000e+00 1.844283839758523724e-01
1.600000000000000000e+01 4.170314315699451962e-02
3.200000000000000000e+01 1.339225976764749776e-02
6.400000000000000000e+01 6.934693667005070554e-03
1.280000000000000000e+02 5.384960589549253433e-03
2.560000000000000000e+02 5.004933503104434453e-03
5.120000000000000000e+02 4.910813575445704959e-03
1.024000000000000000e+03 4.887392037714274363e-03
