M N err
8.000000000000000000e+00 1.970000000000000284e+02 4.876248107478858840e-01
1.600000000000000000e+01 9.010000000000000000e+02 9.347250914968653623e-02
3.200000000000000000e+01 3.845000000000000455e+03 2.129453664809367180e-02
6.400000000000000000e+01 1.587700000000000182e+04 5.123385137393722533e-03
1.280000000000000000e+02 6.451700000000000728e+04 1.258830722700544002e-03
