M N err
8.000000000000000000e+00 1.700000000000000178e+00 1.933268907436513473e+04
1.600000000000000000e+01 2.500000000000000000e+00 1.783607642502750878e+03
3.200000000000000000e+01 4.099999999999999645e+00 2.443793581256043694e+02
6.400000000000000000e+01 7.300000000000000711e+00 5.551470195198660207e+01
1.280000000000000000e+02 1.369999999999999929e+01 1.340517330744306079e+01
2.560000000000000000e+02 2.650000000000000000e+01 3.717135041841350684e+00
5.120000000000000000e+02 5.210000000000000142e+01 1.333353731906026463e+00
1.024000000000000000e+03 1.032999999999999972e+02 5.663935476580143069e-01
