M N err
8.000000000000000000e+00 2.550000000000000355e+01 4.580907456665618049e+00
1.600000000000000000e+01 1.135000000000000000e+02 5.589376467890483369e-01
3.200000000000000000e+01 4.815000000000000568e+02 1.144621531118045071e-01
6.400000000000000000e+01 1.985500000000000227e+03 2.685677999096448484e-02
1.280000000000000000e+02 8.065500000000000909e+03 6.558898468561434950e-03
