M N err
8.000000000000000000e+00 2.900000000000000000e+01 3.651068262826971722e+00
1.600000000000000000e+01 6.100000000000000000e+01 1.145514628572830595e+00
3.200000000000000000e+01 1.250000000000000000e+02 4.636427251641129232e-01
6.400000000000000000e+01 2.530000000000000000e+02 2.096576229963832416e-01
1.280000000000000000e+02 5.090000000000000000e+02 9.981808674298206507e-02
2.560000000000000000e+02 1.021000000000000000e+03 4.871687383841971641e-02
5.120000000000000000e+02 2.045000000000000000e+03 2.406762655667703255e-02
1.024000000000000000e+03 4.093000000000000000e+03 1.196199454540037253e-02
