M err
8.000000000000000000e+00 1.598391173707973123e-01
1.600000000000000000e+01 3.165883170684308245e-02
3.200000000000000000e+01 7.731834423217192123e-03
6.400000000000000000e+01 1.816378434888690817e-03
1.280000000000000000e+02 4.446195918597892530e-04
2.560000000000000000e+02 1.112958656454222163e-04
5.120000000000000000e+02 2.636398254476838055e-05
1.024000000000000000e+03 6.131623916421156449e-06
