M N err
8.000000000000000000e+00 2.900000000000000000e+01 6.780179334330449503e-02
1.600000000000000000e+01 6.100000000000000000e+01 1.402142906358905781e-02
3.200000000000000000e+01 1.250000000000000000e+02 3.247204663667149944e-03
6.400000000000000000e+01 2.530000000000000000e+02 7.842521309336401630e-04
1.280000000000000000e+02 5.090000000000000000e+02 1.928703435213129731e-04
2.560000000000000000e+02 1.021000000000000000e+03 4.783302068526517432e-05
5.120000000000000000e+02 2.045000000000000000e+03 1.191107653838611615e-05
1.024000000000000000e+03 4.093000000000000000e+03 2.971860122891936549e-06
