M N err
8.000000000000000000e+00 1.970000000000000284e+02 1.765304719408684886e-01
1.600000000000000000e+01 9.010000000000000000e+02 3.658007004481569902e-02
3.200000000000000000e+01 3.845000000000000455e+03 8.474257259304051118e-03
6.400000000000000000e+01 1.587700000000000182e+04 2.046811099135271549e-03
1.280000000000000000e+02 6.451700000000000728e+04 5.033784626956489027e-04
