M err
8.000000000000000000e+00 3.511474568030408731e-05
1.600000000000000000e+01 2.584979420497566588e-05
3.200000000000000000e+01 2.383722166327039297e-05
6.400000000000000000e+01 2.328629738770750129e-05
1.280000000000000000e+02 2.310827285279822658e-05
2.560000000000000000e+02 2.304180824580052018e-05
5.120000000000000000e+02 2.301397897146459107e-05
1.024000000000000000e+03 2.300148150471129820e-05
