M N err
8.000000000000000000e+00 9.900000000000001421e+01 8.205132073522773961e-01
1.600000000000000000e+01 4.510000000000000000e+02 1.469064261869158228e-01
3.200000000000000000e+01 1.923000000000000227e+03 3.345549747984435940e-02
6.400000000000000000e+01 7.939000000000000909e+03 7.973247633672167836e-03
1.280000000000000000e+02 3.225900000000000364e+04 1.956193013339749612e-03
