M N err
8.000000000000000000e+00 9.900000000000001421e+01 8.506966550286578777e-01
1.600000000000000000e+01 4.510000000000000000e+02 1.524940478347987793e-01
3.200000000000000000e+01 1.923000000000000227e+03 3.422771243711399819e-02
6.400000000000000000e+01 7.939000000000000909e+03 8.206526300210887845e-03
1.280000000000000000e+02 3.225900000000000364e+04 2.014679902510884291e-03
