M err
8.000000000000000000e+00 1.074818112002609560e+05
1.600000000000000000e+01 4.088930770564644267e+34
3.200000000000000000e+01 6.419153013270573194e-02
6.400000000000000000e+01 2.999728490211304999e-02
1.280000000000000000e+02 1.374639515636277495e-02
2.560000000000000000e+02 5.820793991418792002e-03
5.120000000000000000e+02 1.906969617779143492e-03
1.024000000000000000e+03 3.861461632564203172e-05
