M err
8.000000000000000000e+00 5.865533269971381358e-01
1.600000000000000000e+01 5.866936645882153689e-01
3.200000000000000000e+01 5.875275880362094139e-01
6.400000000000000000e+01 5.886865238125427169e-01
1.280000000000000000e+02 5.933234012109818156e-01
2.560000000000000000e+02 6.291456059031116377e-01
5.120000000000000000e+02 6.273110514183718456e-01
1.024000000000000000e+03 7.569693717332872662e-01
