M err
8.000000000000000000e+00 1.597516115538220038e-01
1.600000000000000000e+01 3.157775129896250171e-02
3.200000000000000000e+01 7.652032730319034866e-03
6.400000000000000000e+01 1.736923596922264681e-03
1.280000000000000000e+02 3.652423672611852736e-04
2.560000000000000000e+02 3.220288759984227944e-05
5.120000000000000000e+02 5.313697277314471799e-05
1.024000000000000000e+03 7.331322454009363884e-05
