M N err
8.000000000000000000e+00 3.450000000000000178e+00 3.293453527896623200e+03
1.600000000000000000e+01 1.225000000000000000e+01 5.110616362960305192e-01
3.200000000000000000e+01 4.905000000000000426e+01 2.684458343694158186e-02
6.400000000000000000e+01 1.994500000000000455e+02 2.486257788918751362e-04
1.280000000000000000e+02 8.074500000000000455e+02 3.222735717263378041e-04
2.560000000000000000e+02 3.252250000000000455e+03 1.045265090214724283e-04
