M N err
8.000000000000000000e+00 1.350000000000000089e+00 1.901090506781803924e+04
1.600000000000000000e+01 1.750000000000000000e+00 1.926214300181961153e+04
3.200000000000000000e+01 2.549999999999999822e+00 1.777550483034450508e+03
6.400000000000000000e+01 4.150000000000000355e+00 2.439566367286867887e+02
1.280000000000000000e+02 7.349999999999999645e+00 5.547966182516451283e+01
2.560000000000000000e+02 1.375000000000000000e+01 1.340199512521539127e+01
5.120000000000000000e+02 2.655000000000000071e+01 3.716799414993531503e+00
1.024000000000000000e+03 5.214999999999999858e+01 1.333306268003367601e+00
