M err
1.077000000000000000e+03 4.549982931229063963e-05
4.690000000000000000e+02 5.347475774944691234e-05
2.330000000000000000e+02 6.388663889392195679e-04
1.170000000000000000e+02 1.483061491863306739e-03
6.100000000000000000e+01 4.831171632606466766e-03
2.900000000000000000e+01 3.029509493645933527e-02
1.700000000000000000e+01 3.209267089228954456e-02
9.000000000000000000e+00 1.344039116859716276e-01
