M N err
8.000000000000000000e+00 2.900000000000000000e+01 3.575066062918127230e+00
1.600000000000000000e+01 6.100000000000000000e+01 1.135110433377644945e+00
3.200000000000000000e+01 1.250000000000000000e+02 4.625474900763947295e-01
6.400000000000000000e+01 2.530000000000000000e+02 2.094073721177429348e-01
1.280000000000000000e+02 5.090000000000000000e+02 9.977712230638249857e-02
2.560000000000000000e+02 1.021000000000000000e+03 4.870324246838281940e-02
5.120000000000000000e+02 2.045000000000000000e+03 2.406359209031402879e-02
1.024000000000000000e+03 4.093000000000000000e+03 1.196119077949123546e-02
