M err
8.000000000000000000e+00 7.485657439833054837e-06
1.600000000000000000e+01 1.490797339992513785e-06
3.200000000000000000e+01 3.371806851322401096e-07
6.400000000000000000e+01 7.835200539433538526e-08
1.280000000000000000e+02 1.732766279112146328e-08
2.560000000000000000e+02 4.819233205678747003e-09
5.120000000000000000e+02 4.928444643847151664e-09
1.024000000000000000e+03 5.345154944990713138e-09
