M N err
8.000000000000000000e+00 1.500000000000000000e+01 2.376819832038426228e-01
1.600000000000000000e+01 3.100000000000000000e+01 5.666383465410260167e-02
3.200000000000000000e+01 6.300000000000000000e+01 1.309038076125814375e-02
6.400000000000000000e+01 1.270000000000000000e+02 3.230935746699880630e-03
1.280000000000000000e+02 2.550000000000000000e+02 7.970986503925447161e-04
2.560000000000000000e+02 5.110000000000000000e+02 1.961579929877550906e-04
5.120000000000000000e+02 1.023000000000000000e+03 4.956513766717212001e-05
1.024000000000000000e+03 2.047000000000000000e+03 1.222408882568267298e-05
