M err
8.000000000000000000e+00 4.914030426358477824e-03
1.600000000000000000e+01 5.011821031599930643e-03
3.200000000000000000e+01 5.592866764732915170e-03
6.400000000000000000e+01 6.408296345433126505e-03
1.280000000000000000e+02 9.648011890651538372e-03
2.560000000000000000e+02 3.440579711032131643e-02
5.120000000000000000e+02 3.378928866144396970e-02
1.024000000000000000e+03 1.255753821553539373e-01
