M N err
8.000000000000000000e+00 2.550000000000000355e+01 1.506236903840043467e-02
1.600000000000000000e+01 1.135000000000000000e+02 2.515700259634710834e-02
3.200000000000000000e+01 4.815000000000000568e+02 7.383526802581259763e-03
6.400000000000000000e+01 1.985500000000000227e+03 1.796830103860177748e-03
1.280000000000000000e+02 8.065500000000000909e+03 4.441892952502584854e-04
