M err
8.000000000000000000e+00 3.762136941644629517e+11
1.600000000000000000e+01 1.483345015388210147e+84
3.200000000000000000e+01 6.453063341607695458e-02
6.400000000000000000e+01 3.019175441935114876e-02
1.280000000000000000e+02 1.384033912266122331e-02
2.560000000000000000e+02 5.857885784277882396e-03
5.120000000000000000e+02 1.913653173747076807e-03
1.024000000000000000e+03 4.687614012620306352e-05
