M err
8.000000000000000000e+00 1.697266289296509301e-01
1.600000000000000000e+01 2.832131768556111345e-02
3.200000000000000000e+01 2.785618727332054515e-04
6.400000000000000000e+01 6.117533414991239808e-03
1.280000000000000000e+02 7.652496775177383172e-03
2.560000000000000000e+02 8.028900987405850065e-03
5.120000000000000000e+02 8.122123545882681261e-03
1.024000000000000000e+03 8.145321711917914015e-03
