x t U
4.081632653061224164e-02 1.683673469387755028e-01 2.427796789635091809e-02
6.122448979591836593e-02 1.683673469387755028e-01 3.629219627326694259e-02
8.163265306122448328e-02 1.683673469387755028e-01 4.815729223104442402e-02
1.020408163265306006e-01 1.683673469387755028e-01 5.982449954533779202e-02
1.224489795918367319e-01 1.683673469387755028e-01 7.124587515868438525e-02
1.428571428571428492e-01 1.683673469387755028e-01 8.237448618881167139e-02
1.632653061224489666e-01 1.683673469387755028e-01 9.316460278591727484e-02
1.836734693877550839e-01 1.683673469387755028e-01 1.035718860464309304e-01
2.040816326530612013e-01 1.683673469387755028e-01 1.135535702110799239e-01
2.244897959183673186e-01 1.683673469387755028e-01 1.230686383985670901e-01
2.448979591836734637e-01 1.683673469387755028e-01 1.320779911527344697e-01
2.653061224489795533e-01 1.683673469387755028e-01 1.405446071106150052e-01
2.857142857142856984e-01 1.683673469387755028e-01 1.484336951311543418e-01
3.061224489795917880e-01 1.683673469387755028e-01 1.557128372594719645e-01
3.265306122448979331e-01 1.683673469387755028e-01 1.623521219391914905e-01
3.469387755102040782e-01 1.683673469387755028e-01 1.683242669254420565e-01
3.673469387755101678e-01 1.683673469387755028e-01 1.736047313934538927e-01
3.877551020408163129e-01 1.683673469387755028e-01 1.781718167820719734e-01
4.081632653061224025e-01 1.683673469387755028e-01 1.820067559577976113e-01
4.285714285714285476e-01 1.683673469387755028e-01 1.850937903329660239e-01
4.489795918367346372e-01 1.683673469387755028e-01 1.874202346211626402e-01
4.693877551020407823e-01 1.683673469387755028e-01 1.889765289637866663e-01
4.897959183673469274e-01 1.683673469387755028e-01 1.897562782135601978e-01
5.102040816326530726e-01 1.683673469387755028e-01 1.897562782135601978e-01
5.306122448979591066e-01 1.683673469387755028e-01 1.889765289637867218e-01
5.510204081632652517e-01 1.683673469387755028e-01 1.874202346211626957e-01
5.714285714285713969e-01 1.683673469387755028e-01 1.850937903329659961e-01
5.918367346938775420e-01 1.683673469387755028e-01 1.820067559577975835e-01
6.122448979591835760e-01 1.683673469387755028e-01 1.781718167820719179e-01
6.326530612244897211e-01 1.683673469387755028e-01 1.736047313934539482e-01
