M N err
8.000000000000000000e+00 5.900000000000000355e+00 6.358342428769391264e-01
1.600000000000000000e+01 2.350000000000000000e+01 1.285954839790054705e-01
3.200000000000000000e+01 9.710000000000000853e+01 9.905910616988707063e-04
6.400000000000000000e+01 3.979000000000000909e+02 1.306726686200448918e-03
1.280000000000000000e+02 1.613900000000000091e+03 4.146209783199854455e-04
