M err
8.000000000000000000e+00 3.377514898889886948e-05
1.600000000000000000e+01 1.308433799748757358e-04
3.200000000000000000e+01 7.100764993682285404e-04
6.400000000000000000e+01 1.522490944746603906e-03
1.280000000000000000e+02 4.750658995881093354e-03
2.560000000000000000e+02 2.941371830757774294e-02
5.120000000000000000e+02 2.880507894624590240e-02
1.024000000000000000e+03 1.202544534499639245e-01
