M N err
8.000000000000000000e+00 3.450000000000000178e+00 3.349213430934499684e+03
1.600000000000000000e+01 1.225000000000000000e+01 5.086788508271673503e-01
3.200000000000000000e+01 4.905000000000000426e+01 2.611356607445698697e-02
6.400000000000000000e+01 1.994500000000000455e+02 1.984742268580364362e-06
1.280000000000000000e+02 8.074500000000000455e+02 3.800352452391317663e-04
2.560000000000000000e+02 3.252250000000000455e+03 1.172616916994788502e-04
