M N err
8.000000000000000000e+00 2.550000000000000355e+01 4.489186955334576901e+00
1.600000000000000000e+01 1.135000000000000000e+02 5.513781689879987402e-01
3.200000000000000000e+01 4.815000000000000568e+02 1.136286441205923425e-01
6.400000000000000000e+01 1.985500000000000227e+03 2.664439342424204313e-02
1.280000000000000000e+02 8.065500000000000909e+03 6.500059080745454465e-03
