M err
8.000000000000000000e+00 1.653037814780752846e-01
1.600000000000000000e+01 3.665623233793818131e-02
3.200000000000000000e+01 1.263854522918441206e-02
6.400000000000000000e+01 6.701816327679836587e-03
1.280000000000000000e+02 5.326198098292137320e-03
2.560000000000000000e+02 4.991874233462006982e-03
5.120000000000000000e+02 4.906854721705980124e-03
1.024000000000000000e+03 4.886594005919104797e-03
