M N err
8.000000000000000000e+00 6.633333333333332860e+01 1.242784533488969778e+00
1.600000000000000000e+01 3.010000000000000000e+02 2.079108756950044934e-01
3.200000000000000000e+01 1.282333333333333485e+03 4.650762525147033449e-02
6.400000000000000000e+01 5.293000000000000909e+03 1.106241004635013375e-02
1.280000000000000000e+02 2.150633333333333576e+04 2.712414856850435020e-03
