N err
8.000000000000000000e+00 9.101854397380585437e-01
1.600000000000000000e+01 3.169154875488195966e-01
3.200000000000000000e+01 8.116588858566903264e-02
6.400000000000000000e+01 2.004814044758338604e-02
1.280000000000000000e+02 4.951248081115948267e-03
2.560000000000000000e+02 1.223467540324534681e-03
5.120000000000000000e+02 2.986528677260460725e-04
1.024000000000000000e+03 6.841868342293024844e-05
