M N err
8.000000000000000000e+00 8.000000000000000000e+00 8.778047190607400907e-01
1.600000000000000000e+01 1.600000000000000000e+01 2.922246080888414310e-01
3.200000000000000000e+01 3.200000000000000000e+01 7.387329493250460732e-02
6.400000000000000000e+01 6.400000000000000000e+01 1.826569042562545264e-02
1.280000000000000000e+02 1.280000000000000000e+02 4.515980963870791509e-03
2.560000000000000000e+02 2.560000000000000000e+02 1.119758975464200512e-03
5.120000000000000000e+02 5.120000000000000000e+02 2.796444250940257432e-04
1.024000000000000000e+03 1.024000000000000000e+03 6.959097870910364522e-05
