M N err
8.000000000000000000e+00 2.550000000000000355e+01 2.938715688229750003e-02
1.600000000000000000e+01 1.135000000000000000e+02 3.014577195606103766e-02
3.200000000000000000e+01 4.815000000000000568e+02 8.129975615429949412e-03
6.400000000000000000e+01 1.985500000000000227e+03 2.026747258907091696e-03
1.280000000000000000e+02 8.065500000000000909e+03 5.021652582580470557e-04
