M err
8.000000000000000000e+00 6.344973311660226274e-06
1.600000000000000000e+01 1.295676653125990911e-06
3.200000000000000000e+01 2.971778605125031454e-07
6.400000000000000000e+01 7.413659659040318074e-08
1.280000000000000000e+02 1.811071212659879502e-08
2.560000000000000000e+02 4.201861349293766243e-09
5.120000000000000000e+02 8.412651057581149008e-10
1.024000000000000000e+03 1.903727704171565667e-11
